apsp
1 28 2
1 29 2
1 30 3
1 31 4
2 0 1
2 1 2
2 2 0
2 3 1
2 4 1
2 5 2
2 6 1
2 7 2
2 8 2
2 9 2
2 10 2
2 11 3
2 12 3
2 13 1
2 14 3
2 15 2
2 16 2
2 17 3
2 18 2
2 19 3
2 20 1
2 21 3
2 22 2
2 23 4
2 24 3
2 25 4
2 26 2
2 27 3
2 28 1
2 29 3
2 30 2
2 31 4
3 0 1
3 1 2
3 2 3
3 3 0
3 4 3
3 5 2
3 6 4
3 7 2
3 8 3
3 9 2
3 10 3
3 11 3
3 12 4
3 13 4
3 14 3
3 15 1
3 16 1
3 17 3
3 18 2
3 19 2
3 20 4
3 21 4
3 22 2
3 23 4
3 24 3
3 25 4
3 26 4
3 27 4
3 28 4
3 29 2
3 30 5
3 31 5
4 0 2
4 1 3
4 2 2
4 3 1
4 4 0
4 5 3
4 6 3
4 7 2
4 8 2
4 9 2
4 10 2
4 11 4
4 12 3
4 13 3
4 14 4
4 15 2
4 16 2
4 17 3
4 18 3
4 19 3
4 20 3
4 21 3
4 22 3
4 23 5
4 24 4
4 25 4
4 26 1
4 27 3
4 28 1
4 29 3
4 30 4
4 31 4
5 0 2
5 1 3
5 2 1
5 3 2
5 4 2
5 5 0
5 6 2
5 7 2
5 8 3
5 9 2
5 10 2
5 11 1
5 12 3
5 13 2
5 14 4
5 15 3
5 16 3
5 17 1
5 18 3
5 19 3
5 20 2
5 21 3
5 22 3
5 23 2
5 24 1
5 25 2
5 26 3
5 27 4
5 28 2
5 29 2
5 30 3
5 31 3
6 0 1
6 1 2
6 2 2
6 3 3
6 4 3
6 5 2
6 6 0
6 7 2
6 8 1
6 9 2
6 10 3
6 11 3
6 12 4
6 13 3
6 14 3
6 15 4
6 16 4
6 17 3
6 18 2
6 19 3
6 20 3
6 21 4
6 22 3
6 23 4
6 24 3
6 25 4
6 26 4
6 27 2
6 28 3
6 29 4
6 30 4
6 31 3
7 0 2
7 1 3
7 2 1
7 3 2
7 4 2
7 5 3
7 6 2
7 7 0
7 8 3
7 9 3
7 10 3
7 11 4
7 12 4
7 13 2
7 14 2
7 15 3
7 16 3
7 17 2
7 18 3
7 19 1
7 20 2
7 21 4
7 22 3
7 23 4
7 24 3
7 25 3
7 26 3
7 27 4
7 28 2
7 29 4
7 30 3
7 31 5
8 0 2
8 1 1
8 2 1
8 3 2
8 4 2
8 5 3
8 6 2
8 7 3
8 8 0
8 9 3
8 10 2
8 11 4
8 12 3
8 13 2
8 14 2
8 15 3
8 16 3
8 17 4
8 18 3
8 19 4
8 20 2
8 21 3
8 22 2
8 23 5
8 24 3
8 25 4
8 26 3
8 27 1
8 28 2
8 29 3
8 30 3
8 31 2
9 0 3
9 1 2
9 2 2
9 3 3
9 4 3
9 5 4
9 6 3
9 7 4
9 8 1
9 9 0
9 10 2
9 11 4
9 12 3
9 13 3
9 14 3
9 15 4
9 16 4
9 17 1
9 18 3
9 19 5
9 20 3
9 21 3
9 22 3
9 23 3
9 24 2
9 25 2
9 26 3
9 27 2
9 28 3
9 29 4
9 30 4
9 31 3
10 0 3
10 1 3
10 2 3
10 3 4
10 4 4
10 5 3
10 6 3
10 7 4
10 8 2
10 9 1
10 10 0
10 11 4
10 12 1
10 13 4
10 14 4
10 15 2
10 16 3
10 17 2
10 18 3
10 19 3
10 20 4
10 21 1
10 22 4
10 23 3
10 24 3
10 25 2
10 26 3
10 27 3
10 28 4
10 29 4
10 30 2
10 31 4
11 0 2
11 1 3
11 2 2
11 3 1
11 4 3
11 5 3
11 6 3
11 7 1
11 8 3
11 9 3
11 10 3
11 11 0
11 12 4
11 13 3
11 14 3
11 15 2
11 16 2
11 17 2
11 18 3
11 19 2
11 20 3
11 21 4
11 22 3
11 23 1
11 24 2
11 25 3
11 26 2
11 27 4
11 28 3
11 29 1
11 30 4
11 31 2
12 0 2
12 1 2
12 2 2
12 3 3
12 4 3
12 5 3
12 6 2
12 7 3
12 8 1
12 9 3
12 10 3
12 11 3
12 12 0
12 13 3
12 14 3
12 15 4
12 16 4
12 17 4
12 18 2
12 19 4
12 20 3
12 21 4
12 22 3
12 23 2
12 24 3
12 25 1
12 26 2
12 27 2
12 28 3
12 29 4
12 30 1
12 31 3
13 0 2
13 1 3
13 2 3
13 3 4
13 4 4
13 5 3
13 6 1
13 7 3
13 8 2
13 9 3
13 10 4
13 11 4
13 12 5
13 13 0
13 14 4
13 15 5
13 16 5
13 17 4
13 18 3
13 19 4
13 20 4
13 21 5
13 22 4
13 23 5
13 24 4
13 25 5
13 26 5
13 27 3
13 28 4
13 29 5
13 30 1
13 31 4
14 0 4
14 1 4
14 2 4
14 3 5
14 4 5
14 5 4
14 6 4
14 7 5
14 8 3
14 9 2
14 10 1
14 11 5
14 12 2
14 13 5
14 14 0
14 15 3
14 16 4
14 17 3
14 18 4
14 19 4
14 20 5
14 21 2
14 22 5
14 23 4
14 24 1
14 25 3
14 26 4
14 27 4
14 28 5
14 29 5
14 30 3
14 31 5
15 0 3
15 1 4
15 2 2
15 3 3
15 4 3
15 5 1
15 6 3
15 7 2
15 8 3
15 9 3
15 10 3
15 11 2
15 12 4
15 13 3
15 14 2
15 15 0
15 16 1
15 17 2
15 18 4
15 19 1
15 20 3
15 21 4
15 22 2
15 23 3
15 24 2
15 25 3
15 26 4
15 27 4
15 28 3
15 29 2
15 30 4
15 31 4
16 0 3
16 1 3
16 2 2
16 3 3
16 4 2
16 5 4
16 6 3
16 7 1
16 8 2
16 9 2
16 10 3
16 11 5
16 12 4
16 13 3
16 14 3
16 15 4
16 16 0
16 17 2
16 18 4
16 19 2
16 20 3
16 21 4
16 22 1
16 23 4
16 24 3
16 25 3
16 26 3
16 27 3
16 28 3
16 29 1
16 30 4
16 31 4
17 0 2
17 1 3
17 2 4
17 3 4
17 4 3
17 5 3
17 6 4
17 7 3
17 8 3
17 9 2
17 10 1
17 11 3
17 12 2
17 13 5
17 14 4
17 15 3
17 16 4
17 17 0
17 18 2
17 19 4
17 20 4
17 21 2
17 22 4
17 23 2
17 24 1
17 25 1
17 26 2
17 27 4
17 28 3
17 29 4
17 30 3
17 31 3
18 0 3
18 1 2
18 2 2
18 3 3
18 4 3
18 5 4
18 6 3
18 7 4
18 8 1
18 9 4
18 10 3
18 11 5
18 12 4
18 13 3
18 14 3
18 15 4
18 16 4
18 17 5
18 18 0
18 19 5
18 20 3
18 21 4
18 22 3
18 23 6
18 24 4
18 25 5
18 26 4
18 27 2
18 28 3
18 29 4
18 30 4
18 31 3
19 0 3
19 1 4
19 2 5
19 3 5
19 4 4
19 5 4
19 6 5
19 7 4
19 8 4
19 9 3
19 10 2
19 11 4
19 12 3
19 13 6
19 14 1
19 15 4
19 16 5
19 17 1
19 18 3
19 19 0
19 20 5
19 21 3
19 22 5
19 23 3
19 24 2
19 25 2
19 26 3
19 27 5
19 28 4
19 29 5
19 30 4
19 31 4
20 0 2
20 1 1
20 2 2
20 3 3
20 4 2
20 5 3
20 6 1
20 7 3
20 8 2
20 9 1
20 10 2
20 11 4
20 12 3
20 13 3
20 14 2
20 15 4
20 16 4
20 17 2
20 18 3
20 19 4
20 20 0
20 21 3
20 22 1
20 23 4
20 24 3
20 25 3
20 26 3
20 27 3
20 28 3
20 29 2
20 30 4
20 31 4
21 0 2
21 1 3
21 2 3
21 3 4
21 4 3
21 5 2
21 6 4
21 7 3
21 8 3
21 9 3
21 10 4
21 11 3
21 12 5
21 13 4
21 14 3
21 15 1
21 16 2
21 17 3
21 18 2
21 19 2
21 20 4
21 21 0
21 22 3
21 23 2
21 24 3
21 25 1
21 26 2
21 27 4
21 28 3
21 29 3
21 30 5
21 31 3
22 0 3
22 1 2
22 2 2
22 3 2
22 4 1
22 5 4
22 6 3
22 7 3
22 8 1
22 9 1
22 10 3
22 11 5
22 12 4
22 13 3
22 14 3
22 15 3
22 16 3
22 17 2
22 18 4
22 19 4
22 20 3
22 21 4
22 22 0
22 23 4
22 24 3
22 25 3
22 26 2
22 27 2
22 28 2
22 29 1
22 30 4
22 31 3
23 0 3
23 1 3
23 2 3
23 3 2
23 4 2
23 5 4
23 6 3
23 7 2
23 8 2
23 9 2
23 10 3
23 11 1
23 12 4
23 13 4
23 14 4
23 15 3
23 16 3
23 17 3
23 18 4
23 19 3
23 20 2
23 21 4
23 22 3
23 23 0
23 24 1
23 25 4
23 26 1
23 27 3
23 28 2
23 29 2
23 30 5
23 31 1
24 0 4
24 1 3
24 2 3
24 3 4
24 4 4
24 5 5
24 6 4
24 7 5
24 8 2
24 9 1
24 10 3
24 11 5
24 12 4
24 13 4
24 14 4
24 15 5
24 16 5
24 17 2
24 18 4
24 19 6
24 20 4
24 21 4
24 22 4
24 23 4
24 24 0
24 25 3
24 26 4
24 27 3
24 28 4
24 29 5
24 30 5
24 31 4
25 0 1
25 1 2
25 2 3
25 3 3
25 4 2
25 5 2
25 6 4
25 7 2
25 8 2
25 9 2
25 10 3
25 11 2
25 12 4
25 13 4
25 14 3
25 15 4
25 16 4
25 17 3
25 18 1
25 19 3
25 20 3
25 21 4
25 22 3
25 23 1
25 24 2
25 25 0
25 26 1
25 27 3
25 28 2
25 29 3
25 30 5
25 31 2
26 0 3
26 1 2
26 2 2
26 3 2
26 4 1
26 5 4
26 6 3
26 7 1
26 8 1
26 9 1
26 10 2
26 11 5
26 12 3
26 13 3
26 14 3
26 15 3
26 16 3
26 17 2
26 18 4
26 19 2
26 20 3
26 21 3
26 22 3
26 23 4
26 24 3
26 25 3
26 26 0
26 27 2
26 28 1
26 29 4
26 30 4
26 31 3
27 0 2
27 1 1
27 2 2
27 3 3
27 4 3
27 5 3
27 6 3
27 7 3
27 8 3
27 9 3
27 10 2
27 11 4
27 12 3
27 13 3
27 14 2
27 15 4
27 16 4
27 17 4
27 18 3
27 19 4
27 20 2
27 21 3
27 22 2
27 23 5
27 24 3
27 25 4
27 26 4
27 27 0
27 28 2
27 29 3
27 30 4
27 31 1
28 0 2
28 1 3
28 2 1
28 3 2
28 4 2
28 5 3
28 6 2
28 7 3
28 8 3
28 9 2
28 10 1
28 11 4
28 12 2
28 13 2
28 14 4
28 15 3
28 16 3
28 17 3
28 18 3
28 19 4
28 20 2
28 21 2
28 22 3
28 23 4
28 24 4
28 25 3
28 26 3
28 27 4
28 28 0
28 29 4
28 30 3
28 31 5
29 0 3
29 1 4
29 2 5
29 3 5
29 4 4
29 5 4
29 6 5
29 7 4
29 8 4
29 9 3
29 10 2
29 11 4
29 12 3
29 13 6
29 14 5
29 15 4
29 16 5
29 17 1
29 18 3
29 19 5
29 20 5
29 21 3
29 22 5
29 23 3
29 24 2
29 25 2
29 26 3
29 27 5
29 28 4
29 29 0
29 30 4
29 31 4
30 0 2
30 1 3
30 2 3
30 3 4
30 4 4
30 5 3
30 6 1
30 7 3
30 8 2
30 9 3
30 10 4
30 11 4
30 12 5
30 13 4
30 14 4
30 15 5
30 16 5
30 17 4
30 18 3
30 19 4
30 20 4
30 21 5
30 22 4
30 23 5
30 24 4
30 25 5
30 26 5
30 27 3
30 28 4
30 29 5
30 30 0
30 31 4
31 0 3
31 1 2
31 2 2
31 3 3
31 4 3
31 5 4
31 6 2
31 7 4
31 8 3
31 9 2
31 10 2
31 11 5
31 12 3
31 13 3
31 14 3
31 15 4
31 16 4
31 17 3
31 18 4
31 19 5
31 20 1
31 21 3
31 22 2
31 23 5
31 24 4
31 25 4
31 26 4
31 27 4
31 28 1
31 29 3
31 30 4
31 31 0
