spgemm
2 5 1
2 6 2
2 7 1
2 8 1
2 11 1
2 13 2
2 20 2
2 22 1
2 25 1
2 26 2
2 28 2
2 30 1
2 31 2
3 0 1
3 1 1
3 2 2
3 3 4
3 4 1
3 6 1
3 11 1
3 15 2
3 16 1
3 21 1
3 25 1
4 2 3
4 3 1
4 4 4
4 11 1
4 22 1
4 23 1
4 25 1
4 26 3
4 28 1
4 31 1
5 0 1
5 1 1
5 2 1
5 5 5
5 7 1
5 8 1
5 9 1
5 11 1
5 14 1
5 15 1
5 17 2
5 19 1
5 23 2
5 24 1
5 28 1
5 29 1
6 0 1
6 1 1
6 2 2
6 3 1
6 6 3
6 8 1
6 9 1
6 12 1
6 13 1
6 18 1
6 20 1
6 22 1
6 25 1
6 26 1
6 30 1
7 0 1
7 1 1
7 2 1
7 5 1
7 7 3
7 8 1
7 11 1
7 15 1
7 16 1
7 19 1
7 26 1
7 28 1
8 0 1
8 1 2
8 2 1
8 5 1
8 6 1
8 7 1
8 8 4
8 9 1
8 12 1
8 18 1
8 20 1
8 22 1
8 26 1
8 27 2
8 28 1
9 0 1
9 5 1
9 6 1
9 8 1
9 9 3
9 10 1
9 12 1
9 17 1
9 18 1
9 19 1
9 20 1
9 22 2
9 24 1
9 26 2
9 29 1
10 0 1
10 1 1
10 9 1
10 10 4
10 12 1
10 14 1
10 17 1
10 20 1
10 21 1
10 22 1
10 24 1
10 26 1
10 28 1
11 0 1
11 2 1
11 3 1
11 4 1
11 5 1
11 7 1
11 11 5
11 16 2
11 22 1
11 23 2
11 25 1
11 26 1
11 29 1
12 6 1
12 8 1
12 9 1
12 10 1
12 12 4
12 13 1
12 17 1
12 18 1
12 21 1
12 22 1
12 25 1
12 26 1
12 30 1
13 2 2
13 6 1
13 12 1
13 13 3
13 20 1
13 30 2
14 1 2
14 5 1
14 10 1
14 14 3
14 17 2
14 19 1
14 23 1
14 24 1
14 28 1
15 0 1
15 3 2
15 5 1
15 7 1
15 15 4
15 16 1
15 19 1
15 21 1
16 0 1
16 1 1
16 3 1
16 7 1
16 11 2
16 15 1
16 16 4
16 20 1
16 22 2
16 26 1
16 29 1
17 1 1
17 5 2
17 9 1
17 10 1
17 12 1
17 14 2
17 17 4
17 19 1
17 21 1
17 23 1
17 24 1
17 25 1
17 28 1
17 29 1
18 0 1
18 6 1
18 8 1
18 9 1
18 12 1
18 18 2
18 22 1
18 25 1
18 26 1
19 1 1
19 5 1
19 7 1
19 9 1
19 14 1
19 15 1
19 17 1
19 19 3
19 29 1
20 0 2
20 1 2
20 2 2
20 6 1
20 8 1
20 9 1
20 10 1
20 13 1
20 16 1
20 20 5
20 22 2
20 24 1
20 26 1
20 27 1
20 30 1
20 31 1
21 3 1
21 10 1
21 12 1
21 15 1
21 17 1
21 21 3
21 25 1
22 0 1
22 1 1
22 2 1
22 4 1
22 6 1
22 8 1
22 9 2
22 10 1
22 11 1
22 12 1
22 16 2
22 18 1
22 20 2
22 22 5
22 24 1
22 26 3
22 29 1
23 4 1
23 5 2
23 11 2
23 14 1
23 17 1
23 23 5
23 24 1
23 25 2
23 26 1
23 27 1
23 31 1
24 0 1
24 5 1
24 9 1
24 10 1
24 14 1
24 17 1
24 20 1
24 22 1
24 23 1
24 24 2
24 26 1
25 0 2
25 1 1
25 2 1
25 3 1
25 4 1
25 6 1
25 11 1
25 12 1
25 17 1
25 18 1
25 21 1
25 23 2
25 25 5
25 26 1
26 0 2
26 2 2
26 4 3
26 6 1
26 7 1
26 8 1
26 9 2
26 10 1
26 11 1
26 12 1
26 16 1
26 18 1
26 20 1
26 22 3
26 23 1
26 24 1
26 25 1
26 26 6
26 28 1
26 31 1
27 0 1
27 1 1
27 8 2
27 20 1
27 23 1
27 27 3
27 31 1
28 1 2
28 2 2
28 4 1
28 5 1
28 7 1
28 8 1
28 10 1
28 14 1
28 17 1
28 26 1
28 28 3
28 31 1
29 5 1
29 9 1
29 11 1
29 16 1
29 17 1
29 19 1
29 22 1
29 29 2
30 2 1
30 6 1
30 12 1
30 13 2
30 20 1
30 30 2
31 2 2
31 4 1
31 20 1
31 23 1
31 26 1
31 27 1
31 28 1
31 31 3
